,ground_nof,bstory_cnt,bottom_area,season_se_nm,fire_ocrn_hour,daywk,sigungu_nm,spt_safe_cnter_dist,fclty_place_lclas_nm,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,time_unit_tmprt,time_unit_ws,time_unit_humidity,time_unit_rainqty,time_unit_msnf,totar
4319,14.0,1.0,48.0,겨울,6.0,금요일,마포구,4.2,주거,N,Y,N,N,9.4,1.5,85.0,0.0,0.0,10057.32
4320,2.0,1.0,30.0,겨울,7.0,금요일,광진구,2.6,주거,N,N,N,N,8.9,1.8,89.0,0.0,0.0,232.4
4321,15.0,1.0,823.94,겨울,8.0,금요일,노원구,0.7,주거,N,Y,N,N,9.2,1.9,89.0,0.0,0.0,11716.08
4322,2.0,1.0,107.11,겨울,8.0,금요일,금천구,1.5,주거,N,N,N,N,9.2,1.9,89.0,0.0,0.0,287.85
4323,3.0,1.0,221.5,겨울,9.0,금요일,도봉구,1.0,산업시설,N,N,N,N,11.9,2.3,83.0,0.0,0.0,378.56
4324,2.0,1.0,64.95,겨울,11.0,금요일,동대문구,1.0,주거,N,N,N,N,17.0,1.4,49.0,0.0,0.0,203.85
4325,3.0,1.0,0.0,겨울,16.0,금요일,양천구,1.6,판매/업무시설,N,N,N,N,20.2,2.4,35.0,0.0,0.0,503.52
4327,3.0,1.0,108.89,겨울,16.0,금요일,동작구,3.0,생활서비스,N,N,N,N,20.2,2.4,35.0,0.0,0.0,317.21
4328,3.0,1.0,248.35,겨울,19.0,금요일,중랑구,1.3,판매/업무시설,N,Y,N,N,15.0,1.9,68.0,0.0,0.0,993.4
4330,5.0,0.0,67.0,겨울,22.0,금요일,성북구,1.8,주거,N,N,N,N,12.7,1.1,78.0,0.0,0.0,335.02
4331,20.0,5.0,384.0,겨울,23.0,금요일,강남구,0.7,판매/업무시설,N,N,N,N,12.3,1.3,82.0,0.0,0.0,9612.73
4332,4.0,1.0,148.35,겨울,6.0,토요일,관악구,1.5,주거,N,Y,N,N,10.8,1.5,85.0,0.0,0.0,797.21
4333,2.0,1.0,96.73,겨울,11.0,토요일,금천구,2.5,생활서비스,N,N,N,N,16.7,2.4,63.0,0.0,0.0,20.93
4334,2.0,0.0,66.81,겨울,12.0,토요일,강남구,2.9,생활서비스,N,N,N,N,18.0,2.4,60.0,0.0,0.0,133.62
4335,4.0,1.0,84.7,겨울,12.0,토요일,구로구,2.3,산업시설,N,N,N,N,18.0,2.4,60.0,0.0,0.0,385.0
4336,12.0,3.0,460.35,겨울,13.0,토요일,강동구,0.7,교육시설,N,Y,N,N,19.5,1.5,58.0,0.0,0.0,6650.6
4338,19.0,3.0,1033.98,겨울,16.0,토요일,성동구,1.0,주거,N,Y,N,N,20.0,3.5,57.0,0.0,0.0,23222.76
4341,5.0,0.0,107.06,겨울,18.0,토요일,송파구,4.0,주거,N,N,N,N,16.7,3.0,73.0,0.0,0.0,376.63
4344,8.0,0.0,207.22,겨울,22.0,토요일,성북구,1.0,생활서비스,N,Y,N,N,15.7,1.9,85.0,0.0,0.0,1356.73
4345,4.0,1.0,140.98,겨울,23.0,토요일,동대문구,0.8,주거,N,N,N,N,15.8,2.3,86.0,0.0,0.0,805.7
4346,2.0,0.0,87.0,겨울,23.0,토요일,용산구,1.0,생활서비스,N,N,N,N,15.8,2.3,86.0,0.0,0.0,175.0
4347,4.0,1.0,36.66,겨울,4.0,일요일,은평구,2.3,주거,N,N,N,N,13.8,2.7,88.0,0.0,0.0,428.7
4348,7.0,0.0,127.95,겨울,6.0,일요일,양천구,1.3,주거,N,N,N,N,12.9,3.0,91.0,0.0,0.0,630.29
4350,13.0,2.0,364.89,겨울,16.0,일요일,강동구,1.5,판매/업무시설,N,Y,N,N,18.0,3.4,32.0,0.0,0.0,2117.16
4351,15.0,1.0,941.64,겨울,19.0,일요일,강서구,2.2,주거,N,Y,N,N,14.0,2.6,38.0,0.0,0.0,19420.1
4353,7.0,1.0,163.78,겨울,19.0,일요일,송파구,1.8,주거,N,N,N,N,14.0,2.6,38.0,0.0,0.0,890.87
4354,5.0,1.0,0.0,겨울,19.0,일요일,서대문구,1.0,기타서비스,N,N,N,N,14.0,2.6,38.0,0.0,0.0,831.73
4355,2.0,1.0,55.0,겨울,22.0,일요일,강북구,0.7,주거,N,N,N,N,11.3,2.5,50.0,0.0,0.0,176.3
4357,6.0,1.0,87.75,겨울,2.0,월요일,중랑구,2.3,주거,N,N,N,N,10.4,1.2,61.0,0.0,0.0,338.12
4361,2.0,1.0,103.54,겨울,11.0,월요일,동작구,2.2,주거,N,N,N,N,12.0,4.3,53.0,0.0,0.0,296.21
4362,3.0,1.0,205.98,겨울,11.0,월요일,노원구,2.2,생활서비스,N,N,N,N,12.0,4.3,53.0,0.0,0.0,761.19
4363,10.0,1.0,112.32,겨울,13.0,월요일,중구,2.5,판매/업무시설,N,Y,N,N,13.8,2.9,33.0,0.0,0.0,1138.51
4364,5.0,1.0,390.17,겨울,15.0,월요일,서대문구,0.2,집합시설,N,Y,N,N,14.7,3.1,29.0,0.0,0.0,1758.78
4365,3.0,1.0,249.14,겨울,17.0,월요일,성동구,3.0,산업시설,N,N,N,N,13.5,2.9,33.0,0.0,0.0,996.56
4367,9.0,4.0,1410.93,겨울,18.0,월요일,강서구,1.2,판매/업무시설,N,Y,N,N,12.0,2.8,38.0,0.0,0.0,16607.45
4368,15.0,1.0,900.3,겨울,19.0,월요일,강동구,0.8,주거,N,Y,N,N,11.3,2.8,40.0,0.0,0.0,13776.9
4369,3.0,1.0,110.52,겨울,19.0,월요일,관악구,1.6,주거,N,N,N,N,11.3,2.8,40.0,0.0,0.0,273.47
4370,11.0,2.0,893.17,겨울,20.0,월요일,종로구,2.8,주거,N,Y,N,N,10.7,4.3,41.0,0.0,0.0,9005.81
4371,2.0,1.0,106.12,겨울,20.0,월요일,노원구,0.2,생활서비스,N,N,N,N,10.7,4.3,41.0,0.0,0.0,354.72
4372,4.0,0.0,534.28,겨울,20.0,월요일,도봉구,1.0,생활서비스,N,Y,N,N,10.7,4.3,41.0,0.0,0.0,1357.86
4373,5.0,1.0,122.36,겨울,21.0,월요일,강동구,0.5,생활서비스,N,N,N,N,10.0,1.4,41.0,0.0,0.0,663.6
4377,3.0,1.0,73.2,겨울,0.0,화요일,성동구,3.5,주거,N,N,N,N,7.5,2.5,54.0,0.0,0.0,270.27
4378,2.0,1.0,68.26,겨울,6.0,화요일,도봉구,1.0,주거,N,N,N,N,6.2,0.5,68.0,0.0,0.0,178.94
4380,1.0,0.0,37.0,겨울,9.0,화요일,중구,1.5,산업시설,N,N,N,N,10.0,2.0,56.0,0.0,0.0,37.0
4382,5.0,0.0,198.55,겨울,11.0,화요일,금천구,1.6,주거,N,N,N,N,14.2,2.8,48.0,0.0,0.0,650.8
4384,18.0,2.0,7063904.0,겨울,11.0,화요일,강남구,3.0,주거,N,Y,N,N,14.2,2.8,48.0,0.0,0.0,10535.67
4385,22.0,5.0,599.38,겨울,12.0,화요일,서초구,2.3,주거,Y,Y,N,N,15.4,3.0,45.0,0.0,0.0,16746.08
4386,17.0,7.0,4444.52,겨울,15.0,화요일,강남구,3.1,판매/업무시설,N,Y,N,N,17.1,1.6,40.0,0.0,0.0,60566.75
4387,3.0,1.0,97.2,겨울,16.0,화요일,성동구,1.0,산업시설,N,N,N,N,17.2,2.2,38.0,0.0,0.0,443.52
4388,3.0,1.0,187.82,겨울,18.0,화요일,강남구,1.4,주거,N,N,N,N,14.2,2.1,48.0,0.0,0.0,652.62
4389,3.0,1.0,120.0,겨울,19.0,화요일,은평구,3.5,주거,N,N,N,N,13.1,2.1,50.0,0.0,0.0,249.3
4390,5.0,1.0,0.0,겨울,19.0,화요일,동작구,1.1,주거,N,N,N,N,13.1,2.1,50.0,0.0,0.0,389.78
4392,1.0,0.0,20.0,겨울,22.0,화요일,성동구,1.1,교육시설,N,Y,N,N,10.7,2.1,63.0,0.0,0.0,20.0
4393,15.0,2.0,0.0,겨울,22.0,화요일,송파구,1.2,집합시설,N,Y,N,N,10.7,2.1,63.0,0.0,0.0,68673.69
4394,2.0,1.0,62.15,겨울,0.0,수요일,영등포구,0.6,주거,N,N,N,N,9.2,2.1,68.0,0.0,0.0,145.13
4396,3.0,0.0,1522.63,겨울,8.0,수요일,금천구,1.0,판매/업무시설,N,N,N,N,8.4,1.8,71.0,0.0,0.0,4449.09
4397,12.0,1.0,908.34,겨울,9.0,수요일,관악구,1.0,주거,N,Y,N,N,11.2,2.2,62.0,0.0,0.0,11383.38
4398,0.0,1.0,12.52,겨울,13.0,수요일,영등포구,2.0,생활서비스,N,N,N,N,17.3,1.8,42.0,0.0,0.0,102.52
4399,3.0,1.0,178.27,겨울,14.0,수요일,광진구,0.2,주거,N,N,N,N,17.7,2.1,41.0,0.0,0.0,656.71
4400,2.0,1.0,99.71,겨울,15.0,수요일,강서구,0.6,주거,N,N,N,N,17.5,1.8,44.0,0.0,0.0,271.95
4401,2.0,0.0,90.88,겨울,15.0,수요일,성동구,1.5,생활서비스,N,N,N,N,17.5,1.8,44.0,0.0,0.0,137.43
4402,3.0,1.0,107.4,겨울,16.0,수요일,관악구,2.7,주거,N,N,N,N,17.1,1.3,46.0,0.0,0.0,421.0
4404,23.0,1.0,401.36,겨울,18.0,수요일,관악구,1.3,주거,N,N,N,N,15.1,1.7,52.0,0.0,0.0,7002.24
4405,5.0,1.0,437.0,겨울,18.0,수요일,송파구,1.3,생활서비스,N,Y,N,N,15.1,1.7,52.0,0.0,0.0,2655.82
4406,3.0,0.0,796.56,겨울,18.0,수요일,종로구,1.3,생활서비스,N,Y,N,N,15.1,1.7,52.0,0.0,0.0,769.56
4408,5.0,1.0,634.35,겨울,23.0,수요일,도봉구,1.2,생활서비스,N,Y,N,N,12.1,0.7,61.0,0.0,0.0,3614.05
4410,15.0,1.0,898.21,겨울,1.0,목요일,강서구,0.8,주거,N,Y,N,N,11.1,0.2,65.0,0.0,0.0,14013.65
4411,5.0,2.0,329.4,겨울,2.0,목요일,서초구,1.2,생활서비스,N,Y,N,N,10.6,1.0,67.0,0.0,0.0,2598.67
4412,6.0,0.0,165.98,겨울,2.0,목요일,강북구,1.5,생활서비스,N,Y,N,N,10.6,1.0,67.0,0.0,0.0,840.49
4414,31.0,2.0,0.0,겨울,8.0,목요일,송파구,0.6,주거,N,Y,N,N,8.9,1.6,80.0,0.0,0.0,14796.09
4415,3.0,1.0,149.02,겨울,12.0,목요일,강서구,1.3,주거,N,N,N,N,17.0,3.0,50.0,0.0,0.0,531.61
4418,2.0,0.0,91.57,겨울,17.0,목요일,중구,0.5,산업시설,N,N,N,N,17.3,2.0,62.0,0.0,0.0,287.07
4420,15.0,1.0,848.17,겨울,0.0,금요일,노원구,2.0,주거,N,Y,N,N,11.1,0.9,87.0,0.0,0.0,11540.96
4421,3.0,1.0,48.15,겨울,2.0,금요일,마포구,3.2,주거,N,N,N,N,9.9,0.9,87.0,0.0,0.0,187.55
4422,3.0,1.0,50.0,겨울,5.0,금요일,송파구,2.5,생활서비스,N,N,N,N,8.8,1.8,84.0,0.0,0.0,468.42
4424,3.0,0.0,952.56,겨울,8.0,금요일,금천구,1.0,판매/업무시설,N,Y,N,N,8.7,1.5,86.0,0.0,0.0,2800.78
4425,4.0,1.0,116.28,겨울,11.0,금요일,동작구,2.4,주거,N,N,N,N,15.8,2.0,66.0,0.0,0.0,558.17
4426,4.0,1.0,0.0,겨울,12.0,금요일,양천구,2.7,주거,N,N,N,N,17.8,2.8,58.0,0.0,0.0,648.03
4427,33.0,2.0,0.0,겨울,12.0,금요일,송파구,0.8,주거,N,Y,N,N,17.8,2.8,58.0,0.0,0.0,15307.34
4428,3.0,1.0,47.52,겨울,13.0,금요일,동대문구,0.5,주거,N,N,N,N,18.9,3.2,52.0,0.0,0.0,185.28
4429,5.0,2.0,267.43,겨울,14.0,금요일,강남구,0.6,판매/업무시설,N,Y,N,N,19.7,1.6,45.0,0.0,0.0,1877.39
4431,3.0,1.0,60.42,겨울,16.0,금요일,성북구,0.9,주거,N,N,N,N,20.1,1.1,43.0,0.0,0.0,239.98
4434,5.0,0.0,108.96,겨울,18.0,금요일,광진구,0.7,주거,N,N,N,N,16.6,3.0,61.0,0.0,0.0,375.91
4435,1.0,1.0,52.89,겨울,18.0,금요일,종로구,1.9,생활서비스,N,N,N,N,16.6,3.0,61.0,0.0,0.0,52.89
4436,2.0,1.0,57.44,겨울,20.0,금요일,서대문구,1.8,주거,N,N,N,N,14.7,2.1,69.0,0.0,0.0,177.38
4437,3.0,2.0,499.0,겨울,21.0,금요일,송파구,1.5,판매/업무시설,N,Y,N,N,13.9,0.9,72.0,0.0,0.0,2667.0
4438,4.0,0.0,0.0,겨울,22.0,금요일,양천구,2.8,주거,N,N,N,N,13.1,0.7,76.0,0.0,0.0,488.73
4439,4.0,1.0,207.56,겨울,1.0,토요일,종로구,1.0,주거,N,N,N,N,12.0,2.7,76.0,0.0,0.0,82814.0
4440,7.0,2.0,236.11,겨울,6.0,토요일,중구,0.5,판매/업무시설,N,N,N,N,10.4,2.2,82.0,0.0,0.0,2193.57
4441,2.0,0.0,66.82,겨울,10.0,토요일,서대문구,1.8,주거,N,N,N,N,15.1,2.7,67.0,0.0,0.0,98.89
4442,10.0,0.0,84.0,겨울,10.0,토요일,영등포구,2.6,주거,N,Y,N,N,15.1,2.7,67.0,0.0,0.0,9872.5
4445,17.0,2.0,0.0,겨울,13.0,토요일,송파구,0.8,주거,N,Y,N,N,20.4,1.9,49.0,0.0,0.0,7557.99
4447,9.0,1.0,182.07,겨울,15.0,토요일,영등포구,0.8,판매/업무시설,N,Y,N,N,21.1,2.0,40.0,0.0,0.0,1794.82
4449,2.0,0.0,277.17,겨울,16.0,토요일,구로구,0.1,생활서비스,N,N,N,N,20.4,0.7,40.0,0.0,0.0,527.65
4451,7.0,0.0,160.8,겨울,20.0,토요일,금천구,0.7,주거,N,Y,N,N,15.2,1.2,62.0,0.0,0.0,874.02
4452,5.0,2.0,197.51,겨울,22.0,토요일,서대문구,2.0,생활서비스,N,N,N,N,13.9,0.9,66.0,0.0,0.0,1228.05
4455,4.0,1.0,144.12,겨울,2.0,일요일,관악구,2.5,생활서비스,N,N,N,N,11.3,2.5,78.0,0.0,0.0,691.72
4456,3.0,1.0,257.55,겨울,7.0,일요일,중랑구,1.5,생활서비스,N,N,N,N,10.5,2.2,82.0,0.0,0.0,742.55
4457,4.0,1.0,103.5,겨울,8.0,일요일,강서구,1.5,주거,N,N,N,N,10.9,2.7,82.0,0.0,0.0,494.97
4459,3.0,0.0,47.88,겨울,10.0,일요일,마포구,0.2,주거,N,N,N,N,14.5,1.8,70.0,0.0,0.0,138.25
4460,3.0,1.0,147.04,겨울,11.0,일요일,노원구,1.7,생활서비스,N,N,N,N,16.7,2.4,63.0,0.0,0.0,452.4
4461,4.0,1.0,37.6,겨울,12.0,일요일,서대문구,1.0,생활서비스,N,N,N,N,18.5,2.1,56.0,0.0,0.0,190.0
4463,56.0,7.0,1773.0,겨울,19.0,일요일,영등포구,1.9,판매/업무시설,N,N,N,N,16.1,0.4,59.0,0.0,0.0,506318.0
4464,3.0,1.0,0.0,겨울,19.0,일요일,양천구,0.9,생활서비스,Y,N,N,N,16.1,0.4,59.0,0.0,0.0,587.84
4465,18.0,4.0,1621.11,겨울,21.0,일요일,광진구,1.6,주거,N,Y,N,N,14.6,0.8,67.0,0.0,0.0,24529.66
4466,2.0,1.0,70.53,겨울,21.0,일요일,동작구,1.9,주거,N,N,N,N,14.6,0.8,67.0,0.0,0.0,211.59
4467,2.0,0.0,28.79,겨울,0.0,월요일,용산구,1.1,생활서비스,N,N,N,N,12.4,1.8,70.0,0.0,0.0,124.56
4470,1.0,13.0,0.0,겨울,7.0,월요일,영등포구,2.6,운수자동차시설,N,N,N,N,11.3,2.1,79.0,0.0,0.0,0.0
4471,4.0,1.0,233.43,겨울,9.0,월요일,동작구,0.7,주거,N,N,N,N,13.5,2.0,72.0,0.0,0.0,1168.88
4472,15.0,1.0,540.18,겨울,12.0,월요일,송파구,2.3,주거,N,Y,N,N,18.9,1.5,54.0,0.0,0.0,8326.02
4473,3.0,1.0,75.79,겨울,13.0,월요일,관악구,1.2,주거,N,N,N,N,19.7,2.8,48.0,0.0,0.0,277.66
4474,4.0,1.0,113.6,겨울,17.0,월요일,동작구,3.1,주거,N,N,N,N,17.6,3.1,61.0,0.0,0.0,416.86
4475,4.0,1.0,73.08,겨울,21.0,월요일,은평구,1.1,생활서비스,N,N,N,N,14.2,1.7,79.0,0.0,0.0,382.71
4476,39.0,4.0,4434.6,겨울,22.0,월요일,송파구,2.2,주거,N,Y,N,N,13.5,1.8,82.0,0.0,0.0,99828.0
4477,5.0,0.0,117.9,겨울,23.0,월요일,송파구,1.5,주거,N,N,N,N,13.2,2.3,86.0,0.0,0.0,400.36
4478,5.0,0.0,0.0,겨울,1.0,화요일,서초구,0.5,주거,N,N,N,N,12.3,1.2,87.0,0.0,0.0,276.57
4479,6.0,0.0,269.39,겨울,4.0,화요일,성북구,1.3,주거,N,Y,N,N,11.5,0.0,92.0,0.0,0.0,931.2
4480,3.0,1.0,53.12,겨울,8.0,화요일,영등포구,2.3,생활서비스,N,N,N,N,11.0,1.9,93.0,0.0,0.0,178.56
4481,28.0,1.0,0.0,겨울,9.0,화요일,송파구,2.0,주거,N,N,N,N,12.2,1.0,90.0,0.0,0.0,10574.0
4482,6.0,1.0,195.95,겨울,11.0,화요일,강남구,1.8,생활서비스,N,N,Y,N,15.3,1.8,77.0,0.0,0.0,1248.43
4483,4.0,2.0,3052.0,겨울,11.0,화요일,도봉구,1.0,운수자동차시설,N,Y,N,N,15.3,1.8,77.0,0.0,0.0,16597.0
4484,7.0,2.0,925.19,겨울,11.0,화요일,강서구,0.5,판매/업무시설,N,N,N,N,15.3,1.8,77.0,0.0,0.0,7645.5
4485,4.0,1.0,0.0,겨울,12.0,화요일,종로구,0.6,판매/업무시설,N,N,N,N,15.9,2.3,76.0,0.0,0.0,761.84
4486,6.0,1.0,111.0,겨울,13.0,화요일,관악구,1.9,판매/업무시설,N,N,N,N,16.7,2.8,69.0,0.0,0.0,2155.85
4487,4.0,1.0,0.0,겨울,13.0,화요일,동대문구,1.0,교육시설,N,Y,N,N,16.7,2.8,69.0,0.0,0.0,10437.78
4488,2.0,1.0,248.92,겨울,15.0,화요일,성동구,1.8,산업시설,N,N,N,N,17.5,3.0,51.0,0.0,0.0,746.76
4489,3.0,1.0,159.3,겨울,16.0,화요일,광진구,1.4,주거,N,N,N,N,17.4,3.9,45.0,0.0,0.0,299.71
4490,5.0,0.0,774.0,겨울,17.0,화요일,성동구,1.0,산업시설,N,Y,N,N,16.3,2.1,48.0,0.0,0.0,3089.59
4491,4.0,1.0,93.6,겨울,19.0,화요일,관악구,2.6,생활서비스,N,N,N,N,14.2,3.3,72.0,0.0,0.0,491.28
4492,4.0,1.0,135.6,겨울,20.0,화요일,강서구,1.8,주거,N,N,N,N,13.3,1.7,75.0,0.0,0.0,657.18
4494,2.0,1.0,74.7,겨울,21.0,화요일,도봉구,1.0,판매/업무시설,N,N,N,N,12.7,2.7,67.0,0.0,0.0,182.86
4495,7.0,0.0,47.55,겨울,9.0,수요일,은평구,1.0,주거,N,Y,N,N,8.3,1.5,66.0,0.0,0.0,1000.48
4496,4.0,0.0,26.67,겨울,11.0,수요일,광진구,1.2,주거,N,N,N,N,13.4,1.4,44.0,0.0,0.0,315.16
4497,2.0,0.0,50.0,겨울,11.0,수요일,중구,0.4,주거,N,N,N,N,13.4,1.4,44.0,0.0,0.0,103.2
4498,3.0,2.0,432.44,겨울,12.0,수요일,동작구,1.7,판매/업무시설,N,N,N,N,15.7,1.7,37.0,0.0,0.0,1744.0
4499,7.0,1.0,1871.75,겨울,13.0,수요일,서초구,5.9,운수자동차시설,N,Y,N,N,16.7,2.5,32.0,0.0,0.0,12158.31
4500,3.0,1.0,107.24,겨울,14.0,수요일,강남구,1.3,생활서비스,N,N,N,N,17.4,2.8,29.0,0.0,0.0,316.5
4501,3.0,0.0,140.0,겨울,15.0,수요일,용산구,2.3,주거,N,N,N,N,17.4,3.4,27.0,0.0,0.0,579.0
4502,5.0,0.0,180.2,겨울,16.0,수요일,중랑구,1.0,주거,N,N,N,N,16.9,3.1,27.0,0.0,0.0,837.64
4503,4.0,1.0,215.94,겨울,18.0,수요일,강남구,1.4,생활서비스,N,Y,N,N,13.3,2.0,45.0,0.0,0.0,1080.6
4504,3.0,1.0,128.57,겨울,18.0,수요일,송파구,1.4,주거,N,N,N,N,13.3,2.0,45.0,0.0,0.0,508.66
4505,4.0,1.0,97.17,겨울,21.0,수요일,서대문구,0.3,주거,N,N,N,N,11.0,2.5,64.0,0.0,0.0,470.45
4508,3.0,1.0,117.0,겨울,23.0,수요일,용산구,0.9,생활서비스,N,N,Y,N,9.6,2.2,69.0,0.0,0.0,494.0
4509,3.0,2.0,4125.0,겨울,0.0,목요일,중구,1.0,판매/업무시설,N,Y,N,N,9.1,1.1,68.0,0.0,0.0,23064.2
4511,4.0,1.0,176.52,겨울,2.0,목요일,양천구,2.5,집합시설,N,N,N,N,8.3,0.8,64.0,0.0,0.0,647.87
4514,5.0,1.0,0.0,겨울,12.0,목요일,송파구,1.5,생활서비스,N,N,N,N,13.1,2.5,48.0,0.0,0.0,450.0
4515,5.0,3.0,0.0,겨울,13.0,목요일,종로구,1.1,판매/업무시설,N,N,N,N,13.1,2.9,46.0,0.0,0.0,26863.92
4517,4.0,2.0,166.12,겨울,20.0,목요일,은평구,1.5,주거,N,N,N,N,9.4,2.5,60.0,0.0,0.0,952.95
4518,6.0,1.0,224.24,겨울,21.0,목요일,강서구,1.5,주거,N,Y,N,N,8.6,2.6,54.0,0.0,0.0,882.79
4519,0.0,4.0,0.0,겨울,21.0,목요일,강남구,2.0,운수자동차시설,N,N,N,N,8.6,2.6,54.0,0.0,0.0,13617.15
4520,5.0,1.0,30.61,겨울,23.0,목요일,강남구,3.1,생활서비스,N,N,N,N,6.6,3.9,53.0,0.0,0.0,482.69
4521,5.0,1.0,520.8,겨울,3.0,금요일,성북구,1.0,주거,N,Y,N,N,3.8,2.4,53.0,0.0,0.0,2883.53
4522,4.0,1.0,114.45,겨울,6.0,금요일,관악구,2.0,주거,N,N,N,N,2.2,2.6,61.0,0.0,0.0,419.28
4523,4.0,1.0,94.79,겨울,9.0,금요일,관악구,2.8,의료/복지시설,N,N,N,N,2.3,4.1,47.0,0.0,0.0,456.32
4524,4.0,1.0,94.79,겨울,10.0,금요일,관악구,2.8,의료/복지시설,N,N,N,N,3.8,3.2,43.0,0.0,0.0,456.32
4525,1.0,0.0,105.58,겨울,10.0,금요일,동대문구,1.0,생활서비스,N,N,N,N,3.8,3.2,43.0,0.0,0.0,105.58
4527,2.0,1.0,65.0,겨울,12.0,금요일,성북구,2.0,주거,N,N,N,N,6.4,3.3,33.0,0.0,0.0,195.21
4529,2.0,1.0,79.01,겨울,14.0,금요일,도봉구,1.5,산업시설,N,N,N,N,8.7,3.2,27.0,0.0,0.0,182.65
4530,13.0,2.0,1952.63,겨울,17.0,금요일,강동구,0.3,주거,N,Y,N,N,8.5,2.9,27.0,0.0,0.0,18697.69
4533,4.0,0.0,80.99,겨울,19.0,금요일,서대문구,1.0,생활서비스,N,N,N,N,6.3,2.1,34.0,0.0,0.0,255.57
4534,3.0,0.0,1131.31,겨울,19.0,금요일,종로구,1.2,생활서비스,N,Y,N,N,6.3,2.1,34.0,0.0,0.0,3447.84
4535,3.0,1.0,0.0,겨울,2.0,토요일,영등포구,0.5,주거,N,N,N,N,1.8,1.0,54.0,0.0,0.0,405.62
4537,18.0,2.0,309.72,겨울,6.0,토요일,구로구,1.3,주거,N,N,N,N,1.3,1.4,59.0,0.0,0.0,5471.63
4538,6.0,0.0,115.02,겨울,9.0,토요일,중랑구,0.9,주거,N,Y,N,N,3.2,1.8,59.0,0.0,0.0,382.95
4541,5.0,0.0,41.31,겨울,15.0,토요일,양천구,2.1,주거,N,N,N,N,12.8,2.3,25.0,0.0,0.0,433.86
4542,2.0,1.0,59.01,겨울,19.0,토요일,노원구,1.5,주거,N,N,N,N,8.9,1.5,52.0,0.0,0.0,170.91
4543,6.0,1.0,292.07,겨울,20.0,토요일,강남구,3.1,판매/업무시설,N,Y,N,N,8.0,0.8,58.0,0.0,0.0,1988.06
4544,3.0,0.0,96.79,겨울,20.0,토요일,동작구,2.7,생활서비스,N,N,N,N,8.0,0.8,58.0,0.0,0.0,290.37
4546,3.0,1.0,0.0,겨울,22.0,토요일,동대문구,2.6,생활서비스,N,N,N,N,6.8,0.1,66.0,0.0,0.0,336.74
4547,7.0,2.0,1305.0,겨울,1.0,일요일,마포구,1.1,주거,N,N,N,N,5.8,2.0,71.0,0.0,0.0,9460.0
4549,0.0,2.0,4419.99,겨울,3.0,일요일,강서구,1.5,운수자동차시설,N,Y,N,N,5.0,2.2,73.0,0.0,0.0,8839.97
4551,6.0,2.0,335.0,겨울,13.0,일요일,금천구,0.8,의료/복지시설,N,Y,N,N,15.3,1.6,38.0,0.0,0.0,3044.4
4553,5.0,1.0,158.0,겨울,13.0,일요일,용산구,0.5,주거,N,N,N,N,15.3,1.6,38.0,0.0,0.0,729.0
4555,4.0,2.0,2040.56,겨울,16.0,일요일,노원구,0.8,판매/업무시설,N,Y,N,N,15.5,2.1,40.0,0.0,0.0,13311.81
4557,15.0,2.0,0.0,겨울,18.0,일요일,송파구,1.5,주거,N,Y,N,N,12.5,1.8,51.0,0.0,0.0,6049.0
4559,2.0,1.0,195.6,겨울,7.0,월요일,양천구,2.6,주거,N,N,N,N,6.3,1.6,80.0,0.0,0.0,521.11
4563,2.0,0.0,0.0,겨울,15.0,월요일,서대문구,3.8,교육시설,Y,N,N,N,16.3,2.3,43.0,0.0,0.0,1907.14
4564,3.0,1.0,0.0,겨울,16.0,월요일,동작구,1.2,생활서비스,N,N,N,N,15.1,3.7,38.0,0.0,0.0,375.46
4565,2.0,1.0,96.69,겨울,16.0,월요일,마포구,1.2,생활서비스,N,N,N,N,15.1,3.7,38.0,0.0,0.0,200.36
4566,3.0,1.0,99.18,겨울,17.0,월요일,도봉구,1.2,주거,N,N,N,N,14.1,3.1,50.0,0.0,0.0,345.37
4567,10.0,1.0,932.55,겨울,18.0,월요일,노원구,1.0,주거,N,Y,N,N,13.5,1.3,58.0,0.0,0.0,6518.16
4568,23.0,7.0,3374.8,겨울,19.0,월요일,마포구,1.3,판매/업무시설,N,Y,N,N,13.1,1.3,61.0,0.0,0.0,70144.02
4569,5.0,1.0,153.0,겨울,20.0,월요일,성북구,1.0,판매/업무시설,Y,Y,N,N,12.8,1.6,64.0,0.0,0.0,920.51
4570,2.0,1.0,81.46,겨울,23.0,월요일,용산구,1.8,주거,N,N,N,N,12.6,1.4,71.0,0.0,0.0,249.04
4571,3.0,1.0,77.0,겨울,2.0,화요일,관악구,0.8,주거,N,N,N,N,12.2,1.6,77.0,0.0,0.0,323.75
4573,11.0,3.0,1775.87,겨울,9.0,화요일,강남구,1.3,기타서비스,N,Y,N,N,11.0,0.9,81.0,0.0,0.0,25696.74
4574,4.0,1.0,95.92,겨울,11.0,화요일,관악구,1.5,주거,N,N,N,N,15.2,1.3,64.0,0.0,0.0,372.63
4575,7.0,1.0,108.66,겨울,13.0,화요일,서초구,0.5,판매/업무시설,N,Y,N,N,16.8,3.0,50.0,0.0,0.0,752.59
4576,3.0,0.0,0.0,겨울,14.0,화요일,중구,0.3,의료/복지시설,N,N,N,N,17.5,2.6,48.0,0.0,0.0,1042.81
4577,3.0,0.0,0.0,겨울,17.0,화요일,동대문구,0.8,생활서비스,N,N,N,N,15.7,2.0,48.0,0.0,0.0,133.0
