,ground_nof,bstory_cnt,bottom_area,season_se_nm,fire_ocrn_hour,daywk,sigungu_nm,spt_safe_cnter_dist,fclty_place_lclas_nm,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,time_unit_tmprt,time_unit_ws,time_unit_humidity,time_unit_rainqty,time_unit_msnf,totar
1360,3.0,0.0,93.33,봄,21.0,월요일,강북구,3.0,생활서비스,N,N,N,N,9.4,2.0,37.0,0.0,0.0,234.89
1361,5.0,0.0,96.44,봄,23.0,월요일,광진구,2.9,주거,N,N,N,N,7.3,1.4,45.0,0.0,0.0,390.22
1362,5.0,1.0,1038.31,봄,1.0,화요일,성동구,1.2,주거,N,Y,N,N,6.5,1.2,49.0,0.0,0.0,5357.84
1363,2.0,1.0,87.27,봄,7.0,화요일,구로구,1.6,주거,N,N,N,N,5.3,1.3,62.0,0.0,0.0,190.42
1364,1.0,0.0,72.73,봄,8.0,화요일,종로구,1.8,판매/업무시설,N,N,N,N,6.4,2.5,60.0,0.0,0.0,72.73
1365,3.0,1.0,115.2,봄,9.0,화요일,강서구,4.7,판매/업무시설,N,N,N,N,8.8,2.4,53.0,0.0,0.0,460.8
1366,3.0,1.0,244.3,봄,12.0,화요일,영등포구,1.8,생활서비스,Y,N,Y,N,14.1,4.1,31.0,0.0,0.0,947.87
1367,5.0,1.0,321.27,봄,13.0,화요일,강남구,1.8,판매/업무시설,N,N,N,N,15.2,3.9,29.0,0.0,0.0,1859.34
1369,2.0,1.0,44.2,봄,15.0,화요일,구로구,0.9,주거,N,N,N,N,15.2,4.4,27.0,0.0,0.0,131.9
1370,4.0,1.0,119.25,봄,16.0,화요일,강남구,0.9,생활서비스,N,N,N,N,15.2,3.6,28.0,0.0,0.0,498.74
1372,2.0,0.0,15.0,봄,19.0,화요일,용산구,0.3,주거,N,N,N,N,11.7,3.0,27.0,0.0,0.0,55.8
1375,20.0,4.0,3321.75,봄,0.0,수요일,강서구,0.2,판매/업무시설,N,N,N,N,9.4,2.3,48.0,0.0,0.0,61055.51
1378,15.0,1.0,981.12,봄,11.0,수요일,구로구,2.7,주거,N,Y,N,N,13.6,2.4,57.0,0.0,0.0,14072.0
1379,12.0,4.0,1932.71,봄,11.0,수요일,서초구,1.9,주거,N,N,N,N,13.6,2.4,57.0,0.0,0.0,21498.34
1382,2.0,0.0,0.0,봄,15.0,수요일,동대문구,1.0,생활서비스,N,N,N,N,16.5,2.9,27.0,0.0,0.0,80.0
1383,12.0,1.0,1261.0,봄,15.0,수요일,도봉구,1.5,주거,N,Y,N,N,16.5,2.9,27.0,0.0,0.0,12578.0
1384,6.0,1.0,127.0,봄,16.0,수요일,강북구,0.5,생활서비스,N,Y,N,N,16.8,3.5,29.0,0.0,0.0,731.0
1385,6.0,1.0,200.12,봄,17.0,수요일,강남구,1.2,판매/업무시설,N,N,N,N,16.1,3.8,29.0,0.0,0.0,1483.65
1386,5.0,0.0,103.47,봄,22.0,수요일,종로구,0.8,생활서비스,N,N,N,N,10.7,1.6,47.0,0.0,0.0,488.7
1387,2.0,1.0,89.97,봄,23.0,수요일,강북구,2.1,주거,N,N,N,N,10.2,1.3,45.0,0.0,0.0,266.31
1388,15.0,1.0,811.0,봄,23.0,수요일,성동구,0.5,주거,N,Y,N,N,10.2,1.3,45.0,0.0,0.0,22158.1
1389,3.0,1.0,0.0,봄,23.0,수요일,성동구,3.0,산업시설,N,N,N,N,10.2,1.3,45.0,0.0,0.0,143.0
1390,4.0,1.0,112.36,봄,6.0,목요일,광진구,1.3,산업시설,N,N,N,N,9.0,2.5,52.0,0.0,0.0,379.33
1392,2.0,1.0,0.0,봄,9.0,목요일,동대문구,1.2,주거,N,N,N,N,10.2,2.3,47.0,0.0,0.0,147.0
1393,2.0,1.0,294.0,봄,10.0,목요일,강동구,1.0,판매/업무시설,N,Y,N,N,12.3,3.0,39.0,0.0,0.0,7481.0
1394,5.0,2.0,415.6,봄,13.0,목요일,노원구,2.0,판매/업무시설,N,Y,N,N,15.1,5.2,31.0,0.0,0.0,3022.33
1396,5.0,0.0,170.38,봄,15.0,목요일,도봉구,1.0,주거,N,N,N,N,14.8,4.6,32.0,0.0,0.0,572.66
1397,2.0,1.0,212.43,봄,16.0,목요일,강남구,2.6,주거,N,N,N,N,14.2,5.5,33.0,0.0,0.0,534.74
1398,5.0,0.0,77.93,봄,16.0,목요일,노원구,3.0,주거,N,N,N,N,14.2,5.5,33.0,0.0,0.0,656.34
1400,7.0,3.0,12.0,봄,19.0,목요일,용산구,1.0,판매/업무시설,N,Y,N,N,10.5,5.2,31.0,0.0,0.0,18830.92
1401,15.0,3.0,1898.32,봄,19.0,목요일,금천구,3.7,산업시설,N,N,N,N,10.5,5.2,31.0,0.0,0.0,23402.08
1402,2.0,0.0,0.0,봄,21.0,목요일,중구,1.5,산업시설,N,N,N,N,8.8,2.9,55.0,0.0,0.0,60.59
1403,2.0,0.0,66.35,봄,22.0,목요일,강북구,0.5,주거,N,N,N,N,8.3,3.6,61.0,0.0,0.0,132.7
1404,3.0,1.0,91.17,봄,1.0,금요일,동대문구,1.0,주거,N,N,N,N,7.2,1.3,70.0,0.0,0.0,317.75
1405,5.0,1.0,197.44,봄,6.0,금요일,용산구,1.0,생활서비스,N,N,Y,N,5.3,2.0,79.0,0.0,0.0,6121.26
1406,5.0,0.0,158.0,봄,8.0,금요일,서대문구,1.0,주거,N,Y,N,N,7.7,2.3,69.0,0.0,0.0,639.2
1409,3.0,1.0,439.01,봄,12.0,금요일,영등포구,0.5,생활서비스,N,Y,N,N,16.4,2.7,35.0,0.0,0.0,1817.03
1410,3.0,0.0,255.61,봄,13.0,금요일,동대문구,0.9,운수자동차시설,N,N,N,N,17.9,2.7,30.0,0.0,0.0,461.41
1414,4.0,1.0,79.8,봄,19.0,금요일,종로구,1.4,주거,N,N,N,N,16.9,2.2,33.0,0.0,0.0,366.12
1415,3.0,1.0,313.21,봄,20.0,금요일,강동구,1.4,집합시설,N,N,N,N,15.4,2.0,35.0,0.0,0.0,1189.4
1416,33.0,2.0,84.0,봄,22.0,금요일,송파구,0.8,주거,N,Y,N,N,13.5,1.1,43.0,0.0,0.0,15307.34
1417,3.0,3.0,432.9,봄,23.0,금요일,중구,2.1,판매/업무시설,N,Y,N,N,13.5,1.8,42.0,0.0,0.0,1655.49
1418,5.0,1.0,261.02,봄,4.0,토요일,강동구,1.2,생활서비스,N,N,N,N,13.4,2.9,40.0,0.0,0.0,1533.91
1420,5.0,1.0,152.85,봄,10.0,토요일,양천구,2.0,주거,N,N,N,N,17.0,1.9,50.0,0.0,0.0,152.85
1421,5.0,1.0,166.9,봄,11.0,토요일,은평구,1.2,생활서비스,N,Y,N,N,19.1,4.8,43.0,0.0,0.0,577.29
1422,8.0,1.0,94.45,봄,13.0,토요일,영등포구,2.1,생활서비스,N,N,N,N,22.6,5.9,37.0,0.0,0.0,778.27
1424,4.0,2.0,190.68,봄,15.0,토요일,강남구,3.8,생활서비스,N,N,N,N,24.1,4.0,35.0,0.0,0.0,1035.77
1425,6.0,1.0,135.59,봄,16.0,토요일,강동구,1.2,주거,N,Y,N,N,23.8,4.6,36.0,0.0,0.0,479.19
1427,2.0,1.0,49.59,봄,17.0,토요일,강서구,1.0,주거,N,N,N,N,22.5,5.0,38.0,0.0,0.0,102.67
1428,22.0,7.0,42843.97,봄,17.0,토요일,강동구,1.3,주거,N,Y,N,N,22.5,5.0,38.0,0.0,0.0,108316.04
1430,22.0,6.0,1049.33,봄,18.0,토요일,강남구,1.9,기타서비스,N,N,N,N,21.4,3.3,40.0,0.0,0.0,27496.98
1433,14.0,1.0,32.18,봄,20.0,토요일,서대문구,4.0,판매/업무시설,N,Y,N,N,18.5,4.6,44.0,0.0,0.0,2304.57
1434,17.0,2.0,577.0,봄,23.0,토요일,송파구,2.2,판매/업무시설,N,Y,N,N,17.1,2.2,46.0,0.0,0.0,9272.0
1436,4.0,0.0,45.15,봄,1.0,일요일,금천구,3.3,주거,N,N,N,N,15.2,1.2,52.0,0.0,0.0,169.4
1437,7.0,3.0,266.0,봄,1.0,일요일,마포구,1.4,생활서비스,N,N,N,N,15.2,1.2,52.0,0.0,0.0,2369.0
1438,9.0,2.0,1795.9,봄,3.0,일요일,중구,0.7,집합시설,N,Y,N,N,14.5,1.7,52.0,0.0,0.0,19289.89
1439,12.0,4.0,1433.27,봄,3.0,일요일,강서구,2.3,판매/업무시설,Y,Y,N,N,14.5,1.7,52.0,0.0,0.0,21786.56
1441,3.0,1.0,119.0,봄,13.0,일요일,관악구,2.2,주거,N,N,N,N,23.3,3.9,28.0,0.0,0.0,369.9
1442,5.0,1.0,210.14,봄,13.0,일요일,중랑구,1.0,산업시설,N,N,N,N,23.3,3.9,28.0,0.0,0.0,675.91
1445,15.0,3.0,799.77,봄,15.0,일요일,서대문구,2.0,주거,N,Y,N,N,25.0,3.0,26.0,0.0,0.0,19949.02
1446,1.0,1.0,152.06,봄,16.0,일요일,광진구,0.3,주거,N,Y,N,N,24.2,3.9,29.0,0.0,0.0,1151.47
1448,3.0,1.0,118.67,봄,19.0,일요일,금천구,3.0,주거,N,N,N,N,18.8,4.0,50.0,0.0,0.0,453.72
1450,3.0,0.0,181.97,봄,20.0,일요일,강남구,1.9,생활서비스,N,N,N,N,17.7,2.8,55.0,0.0,0.0,448.43
1452,2.0,1.0,108.8,봄,20.0,일요일,도봉구,1.9,주거,N,N,N,N,17.7,2.8,55.0,0.0,0.0,172.26
1453,1.0,0.0,15.0,봄,22.0,일요일,성동구,1.0,주거,N,N,N,N,15.9,0.8,59.0,0.0,0.0,15.0
1454,3.0,1.0,48.78,봄,23.0,일요일,은평구,2.1,주거,N,N,N,N,15.5,1.4,61.0,0.0,0.0,172.09
1456,4.0,0.0,9.92,봄,0.0,월요일,서대문구,2.6,생활서비스,N,Y,N,N,15.1,1.0,62.0,0.0,0.0,8677.24
1457,14.0,4.0,607.73,봄,1.0,월요일,서초구,2.3,생활서비스,N,N,N,N,14.6,1.6,64.0,0.0,0.0,10510.47
1458,13.0,0.0,976.54,봄,2.0,월요일,강서구,0.7,주거,N,Y,N,N,14.3,1.0,65.0,0.0,0.0,12683.2
1459,3.0,1.0,270.41,봄,6.0,월요일,영등포구,2.0,생활서비스,N,N,Y,N,13.5,2.6,71.0,0.0,0.0,812.89
1460,15.0,1.0,447.01,봄,10.0,월요일,강남구,1.1,주거,N,Y,N,N,20.6,1.6,52.0,0.0,0.0,6720.27
1462,4.0,1.0,49.16,봄,11.0,월요일,양천구,3.7,주거,Y,N,N,N,22.4,2.3,50.0,0.0,0.0,537.87
1463,4.0,1.0,95.12,봄,13.0,월요일,강북구,2.0,주거,N,N,N,N,25.0,3.0,43.0,0.0,0.0,453.55
1464,4.0,1.0,131.98,봄,13.0,월요일,강남구,1.5,생활서비스,N,N,N,N,25.0,3.0,43.0,0.0,0.0,613.38
1467,5.0,1.0,421.7,봄,16.0,월요일,성동구,3.5,판매/업무시설,N,Y,N,N,26.2,3.1,40.0,0.0,0.0,2507.3
1468,1.0,0.0,130.0,봄,17.0,월요일,서초구,5.8,기타서비스,N,N,N,N,25.4,3.7,41.0,0.0,0.0,130.0
1469,18.0,1.0,284.0,봄,18.0,월요일,동대문구,1.2,주거,N,Y,N,N,24.4,3.0,51.0,0.0,0.0,4558.0
1471,4.0,1.0,76.79,봄,22.0,월요일,강서구,1.4,생활서비스,N,N,N,N,18.6,3.1,75.0,0.0,0.0,822.74
1472,3.0,1.0,164.88,봄,0.0,화요일,성동구,1.3,주거,N,N,N,N,17.7,1.8,81.0,0.0,0.0,760.0
1473,4.0,0.0,208.0,봄,1.0,화요일,강동구,0.5,주거,N,N,N,N,18.0,3.6,85.0,0.0,0.0,659.0
1476,5.0,2.0,224.63,봄,13.0,화요일,강남구,3.2,기타서비스,N,Y,N,N,24.5,2.9,58.0,0.0,0.0,1583.13
1479,4.0,1.0,232.26,봄,18.0,화요일,성동구,1.5,생활서비스,N,N,N,N,17.9,6.3,84.0,0.0,0.0,890.13
1480,5.0,0.0,144.34,봄,20.0,화요일,동작구,2.0,주거,N,N,N,N,17.0,2.6,85.0,0.0,0.0,493.56
1482,3.0,1.0,398.32,봄,2.0,수요일,노원구,1.0,생활서비스,N,Y,N,N,15.7,1.3,91.0,0.3,0.0,1605.31
1483,3.0,1.0,121.3,봄,9.0,수요일,도봉구,1.0,주거,N,N,N,N,13.5,5.0,82.0,0.0,0.0,198.95
1484,2.0,0.0,20.0,봄,9.0,수요일,영등포구,1.3,생활서비스,N,N,N,N,13.5,5.0,82.0,0.0,0.0,266.28
1487,13.0,4.0,16175.25,봄,15.0,수요일,중랑구,1.5,주거,N,N,N,N,12.2,5.7,55.0,0.0,0.0,286236.6
1489,1.0,0.0,35.18,봄,16.0,수요일,영등포구,2.0,산업시설,N,N,N,N,12.3,7.4,57.0,0.0,0.0,68.18
1491,3.0,1.0,63.0,봄,17.0,수요일,서대문구,2.3,생활서비스,N,N,N,N,12.2,6.6,58.0,0.0,0.0,135.68
1492,2.0,1.0,351.1,봄,18.0,수요일,서대문구,1.5,주거,N,N,N,N,12.3,4.9,58.0,0.0,0.0,164.43
1493,18.0,2.0,1146.96,봄,20.0,수요일,노원구,2.8,주거,N,Y,N,N,12.2,5.0,59.0,0.0,0.0,21261.06
1495,5.0,1.0,157.0,봄,4.0,목요일,강북구,2.0,판매/업무시설,N,Y,N,N,12.2,4.5,46.0,0.0,0.0,821.0
1497,5.0,1.0,182.91,봄,7.0,목요일,관악구,2.8,주거,N,Y,N,N,11.9,4.1,56.0,0.0,0.0,839.26
1499,3.0,0.0,61.79,봄,11.0,목요일,중구,0.6,생활서비스,N,N,N,N,13.2,4.2,59.0,0.0,0.0,174.56
1501,20.0,6.0,0.0,봄,12.0,목요일,영등포구,1.8,판매/업무시설,N,N,N,N,14.3,3.8,57.0,0.0,0.0,45499.06
1502,17.0,2.0,444.0,봄,13.0,목요일,송파구,1.1,주거,N,Y,N,N,14.8,4.1,53.0,0.0,0.0,7557.99
1503,8.0,1.0,308.59,봄,13.0,목요일,관악구,2.0,집합시설,N,Y,N,N,14.8,4.1,53.0,0.0,0.0,2463.32
1504,3.0,0.0,102.68,봄,15.0,목요일,용산구,1.0,산업시설,N,N,N,N,15.1,4.4,50.0,0.0,0.0,301.3
1505,3.0,1.0,107.21,봄,15.0,목요일,송파구,2.2,주거,N,N,N,N,15.1,4.4,50.0,0.0,0.0,400.89
1506,13.0,2.0,2457.0,봄,18.0,목요일,송파구,2.8,주거,N,Y,N,N,15.0,2.4,49.0,0.0,0.0,24332.39
1508,2.0,1.0,1074.62,봄,20.0,목요일,노원구,1.6,판매/업무시설,N,Y,N,N,13.4,3.4,51.0,0.0,0.0,4410.52
1509,2.0,1.0,0.0,봄,23.0,목요일,영등포구,0.4,생활서비스,N,N,N,N,11.9,3.3,53.0,0.0,0.0,131.96
1511,4.0,1.0,102.69,봄,0.0,금요일,강남구,1.1,생활서비스,N,N,N,N,11.4,2.4,55.0,0.0,0.0,429.67
1512,4.0,1.0,155.0,봄,3.0,금요일,영등포구,1.0,생활서비스,N,N,N,N,9.6,3.5,57.0,0.0,0.0,510.02
1513,13.0,4.0,192.92,봄,3.0,금요일,강남구,1.9,판매/업무시설,N,Y,N,N,9.6,3.5,57.0,0.0,0.0,2595.59
1514,6.0,1.0,617.5,봄,4.0,금요일,강남구,0.6,생활서비스,N,Y,N,N,9.0,3.0,57.0,0.0,0.0,3428.36
1515,3.0,0.0,958.28,봄,9.0,금요일,서초구,3.2,판매/업무시설,N,N,N,N,12.7,3.3,49.0,0.0,0.0,1073.04
1518,5.0,0.0,51.98,봄,13.0,금요일,용산구,0.0,주거,N,N,N,N,17.5,4.1,31.0,0.0,0.0,658.33
1519,10.0,2.0,2087.0,봄,14.0,금요일,강북구,1.7,판매/업무시설,N,Y,N,N,18.3,4.4,31.0,0.0,0.0,22562.0
1520,3.0,1.0,66.72,봄,15.0,금요일,양천구,1.4,기타서비스,N,N,N,N,18.9,3.7,30.0,0.0,0.0,341.27
1522,4.0,1.0,228.0,봄,15.0,금요일,구로구,2.5,생활서비스,N,N,N,N,18.9,3.7,30.0,0.0,0.0,1132.8
1523,3.0,1.0,2043.21,봄,15.0,금요일,성동구,1.5,산업시설,N,N,N,N,18.9,3.7,30.0,0.0,0.0,4535.84
1524,5.0,1.0,140.0,봄,16.0,금요일,강남구,1.1,판매/업무시설,N,N,N,N,19.2,3.3,32.0,0.0,0.0,715.45
1525,5.0,1.0,255.81,봄,20.0,금요일,도봉구,1.2,생활서비스,N,N,N,N,14.0,2.4,54.0,0.0,0.0,743.08
1526,2.0,1.0,129.4,봄,21.0,금요일,금천구,1.0,생활서비스,Y,N,Y,N,13.8,3.9,45.0,0.0,0.0,234.42
1528,18.0,1.0,753.24,봄,23.0,금요일,구로구,1.6,주거,N,Y,N,N,12.0,2.1,51.0,0.0,0.0,14225.76
1531,21.0,1.0,701.93,봄,9.0,토요일,금천구,2.0,주거,N,Y,N,N,12.7,2.6,56.0,0.0,0.0,11734.22
1532,5.0,1.0,236.1,봄,9.0,토요일,서초구,2.7,교육시설,N,Y,N,N,12.7,2.6,56.0,0.0,0.0,1366.44
1533,15.0,2.0,5099.36,봄,10.0,토요일,금천구,2.5,산업시설,N,Y,N,N,14.7,2.5,48.0,0.0,0.0,60594.86
1535,20.0,1.0,305.81,봄,11.0,토요일,서대문구,1.0,주거,N,Y,N,N,16.2,2.8,40.0,0.0,0.0,5794.64
1537,4.0,1.0,75.96,봄,13.0,토요일,중랑구,1.5,산업시설,N,N,N,N,18.1,3.8,28.0,0.0,0.0,369.12
1538,4.0,1.0,282.72,봄,15.0,토요일,노원구,1.9,판매/업무시설,N,Y,N,N,20.0,3.8,26.0,0.0,0.0,1438.2
1541,7.0,0.0,115.26,봄,15.0,토요일,광진구,1.2,생활서비스,N,N,N,N,20.0,3.8,26.0,0.0,0.0,737.25
1542,5.0,1.0,1649.98,봄,16.0,토요일,성북구,0.2,판매/업무시설,N,Y,N,N,19.6,4.3,21.0,0.0,0.0,10250.73
1545,5.0,0.0,139.27,봄,16.0,토요일,관악구,2.1,주거,N,N,N,N,19.6,4.3,21.0,0.0,0.0,619.44
1546,13.0,1.0,160.0,봄,18.0,토요일,송파구,1.5,주거,N,Y,N,N,17.2,3.8,25.0,0.0,0.0,8333.93
1547,2.0,1.0,85.41,봄,19.0,토요일,노원구,0.7,주거,N,N,N,N,15.3,2.6,32.0,0.0,0.0,249.75
1548,1.0,0.0,5.0,봄,19.0,토요일,종로구,0.8,판매/업무시설,N,N,N,N,15.3,2.6,32.0,0.0,0.0,5.0
1552,4.0,1.0,239.5,봄,0.0,일요일,강남구,0.8,생활서비스,N,Y,N,N,10.1,2.4,71.0,0.0,0.0,866.76
1553,5.0,1.0,302.0,봄,7.0,일요일,종로구,1.2,주거,N,Y,N,N,7.5,0.5,85.0,0.0,0.0,4735.03
1554,30.0,2.0,19053.49,봄,7.0,일요일,강동구,1.9,주거,N,Y,N,N,7.5,0.5,85.0,0.0,0.0,565619.28
1555,1.0,0.0,13.81,봄,10.0,일요일,노원구,2.5,생활서비스,N,N,N,N,14.0,1.8,52.0,0.0,0.0,13.81
1556,4.0,1.0,403.31,봄,12.0,일요일,관악구,1.8,주거,N,N,N,N,18.2,3.1,36.0,0.0,0.0,1836.13
1557,3.0,1.0,631.11,봄,13.0,일요일,성동구,0.6,생활서비스,N,Y,N,N,19.4,4.1,34.0,0.0,0.0,2705.16
1561,2.0,0.0,83.0,봄,16.0,일요일,동대문구,1.2,생활서비스,N,N,N,N,21.0,3.2,33.0,0.0,0.0,268.0
1562,14.0,1.0,164.82,봄,17.0,일요일,도봉구,1.4,판매/업무시설,N,Y,N,N,19.7,4.1,27.0,0.0,0.0,2568.8
1563,15.0,0.0,403.0,봄,18.0,일요일,성북구,2.0,주거,N,Y,N,N,18.9,2.5,25.0,0.0,0.0,6040.8
1565,14.0,1.0,566.69,봄,20.0,일요일,노원구,2.8,주거,N,Y,N,N,15.5,2.7,40.0,0.0,0.0,6854.99
1566,6.0,1.0,97.11,봄,20.0,일요일,은평구,1.2,판매/업무시설,N,N,N,N,15.5,2.7,40.0,0.0,0.0,700.47
1567,12.0,2.0,10.0,봄,20.0,일요일,영등포구,1.1,판매/업무시설,N,Y,N,N,15.5,2.7,40.0,0.0,0.0,22316.48
1568,2.0,1.0,100.3,봄,22.0,일요일,도봉구,1.0,주거,N,N,N,N,13.4,3.2,55.0,0.0,0.0,179.79
1570,4.0,0.0,107.02,봄,0.0,월요일,용산구,1.4,주거,N,N,N,N,12.2,2.3,60.0,0.0,0.0,325.48
1571,3.0,1.0,100.83,봄,3.0,월요일,동작구,0.2,생활서비스,N,N,N,N,11.5,0.6,63.0,0.0,0.0,395.04
1572,15.0,1.0,961.83,봄,3.0,월요일,노원구,0.6,주거,N,Y,N,N,11.5,0.6,63.0,0.0,0.0,15264.9
1573,5.0,1.0,381.27,봄,8.0,월요일,영등포구,1.0,판매/업무시설,Y,Y,N,N,12.5,1.4,60.0,0.0,0.0,4482.16
1575,18.0,1.0,18.0,봄,9.0,월요일,마포구,1.6,주거,N,Y,N,N,13.7,1.5,51.0,0.0,0.0,27269.04
1576,6.0,1.0,196.36,봄,13.0,월요일,강서구,1.7,생활서비스,N,Y,N,N,19.9,3.7,30.0,0.0,0.0,996.88
1577,14.0,1.0,1332.57,봄,13.0,월요일,강남구,2.5,주거,N,Y,N,N,19.9,3.7,30.0,0.0,0.0,19896.77
1578,3.0,2.0,376.03,봄,18.0,월요일,강동구,0.3,주거,N,N,N,N,19.1,3.3,25.0,0.0,0.0,1723.78
1579,15.0,1.0,335.9,봄,18.0,월요일,노원구,0.6,주거,N,Y,N,N,19.1,3.3,25.0,0.0,0.0,5318.2
1581,8.0,2.0,353.1,봄,19.0,월요일,영등포구,1.6,생활서비스,N,N,N,N,17.5,3.0,31.0,0.0,0.0,3422.5
1582,2.0,1.0,76.41,봄,20.0,월요일,금천구,0.8,주거,N,N,N,N,15.4,3.1,42.0,0.0,0.0,229.23
1583,11.0,1.0,310.41,봄,20.0,월요일,금천구,1.9,주거,N,N,N,N,15.4,3.1,42.0,0.0,0.0,3338.53
1585,5.0,1.0,97.58,봄,22.0,월요일,마포구,0.1,생활서비스,N,N,N,N,13.2,2.5,56.0,0.0,0.0,600.0
1586,15.0,5.0,5185.54,봄,22.0,월요일,종로구,1.7,판매/업무시설,N,Y,N,N,13.2,2.5,56.0,0.0,0.0,66807.92
1587,4.0,3.0,1077.0,봄,1.0,화요일,마포구,1.2,생활서비스,N,N,N,N,11.4,1.4,63.0,0.0,0.0,7858.0
1590,6.0,2.0,1291.66,봄,8.0,화요일,광진구,0.5,교육시설,N,Y,N,N,11.3,1.7,68.0,0.0,0.0,12743.17
1593,4.0,1.0,496.83,봄,12.0,화요일,관악구,0.8,주거,N,Y,N,N,20.2,2.5,39.0,0.0,0.0,2443.9
1594,2.0,1.0,65.95,봄,13.0,화요일,중랑구,2.0,산업시설,N,N,N,N,21.7,2.5,36.0,0.0,0.0,198.69
1595,5.0,1.0,350.8,봄,14.0,화요일,서초구,0.6,기타서비스,N,Y,N,N,22.0,3.6,35.0,0.0,0.0,991.08
1599,4.0,1.0,39.6,봄,16.0,화요일,광진구,2.0,생활서비스,N,N,N,N,20.9,5.1,32.0,0.0,0.0,588.48
1601,2.0,0.0,0.0,봄,19.0,화요일,서대문구,0.9,주거,N,N,N,N,17.2,2.7,37.0,0.0,0.0,197.96
1602,5.0,1.0,197.21,봄,20.0,화요일,서초구,2.1,판매/업무시설,N,N,N,N,15.7,3.7,40.0,0.0,0.0,1058.64
1603,7.0,1.0,123.0,봄,20.0,화요일,동대문구,0.8,판매/업무시설,N,N,N,N,15.7,3.7,40.0,0.0,0.0,865.0
1605,2.0,1.0,71.74,봄,0.0,수요일,은평구,1.0,생활서비스,N,N,N,N,12.3,1.5,62.0,0.0,0.0,297.53
1606,3.0,1.0,102.57,봄,0.0,수요일,관악구,3.0,주거,N,N,N,N,12.3,1.5,62.0,0.0,0.0,302.04
1607,5.0,1.0,276.58,봄,0.0,수요일,송파구,2.2,판매/업무시설,N,N,N,N,12.3,1.5,62.0,0.0,0.0,1634.92
1608,7.0,3.0,290.22,봄,4.0,수요일,강남구,1.1,판매/업무시설,N,N,N,N,10.5,1.3,73.0,0.0,0.0,2409.62
1609,2.0,1.0,98.59,봄,5.0,수요일,광진구,1.5,주거,N,N,N,N,10.1,0.6,73.0,0.0,0.0,248.43
1610,3.0,1.0,164.88,봄,7.0,수요일,성동구,1.4,주거,N,N,N,N,9.9,0.9,75.0,0.0,0.0,760.35
1611,4.0,1.0,110.15,봄,7.0,수요일,관악구,3.5,교육시설,N,N,N,N,9.9,0.9,75.0,0.0,0.0,608.26
1613,9.0,3.0,367.85,봄,8.0,수요일,노원구,0.8,교육시설,N,Y,N,N,12.2,2.0,67.0,0.0,0.0,4287.34
1614,2.0,0.0,23.0,봄,9.0,수요일,용산구,0.7,생활서비스,N,N,N,N,14.8,1.6,53.0,0.0,0.0,42.0
1615,3.0,1.0,63.46,봄,10.0,수요일,송파구,3.2,주거,N,N,N,N,16.9,1.0,43.0,0.0,0.0,318.4
1616,7.0,1.0,406.36,봄,10.0,수요일,관악구,1.8,주거,N,Y,N,N,16.9,1.0,43.0,0.0,0.0,1392.43
1617,9.0,3.0,644.48,봄,12.0,수요일,강남구,1.7,생활서비스,N,Y,N,N,20.8,3.4,32.0,0.0,0.0,9166.71
1618,7.0,2.0,194.02,봄,13.0,수요일,강남구,1.5,판매/업무시설,N,Y,N,N,21.7,3.9,29.0,0.0,0.0,1218.24
1620,2.0,1.0,55.56,봄,13.0,수요일,노원구,1.5,주거,N,N,N,N,21.7,3.9,29.0,0.0,0.0,149.82
1622,6.0,1.0,981.02,봄,16.0,수요일,동작구,1.2,주거,N,N,N,N,22.0,3.3,29.0,0.0,0.0,5936.63
1627,3.0,2.0,18.0,봄,19.0,수요일,용산구,0.8,판매/업무시설,N,Y,N,N,18.2,2.9,37.0,0.0,0.0,16441.74
1629,4.0,1.0,156.86,봄,23.0,수요일,광진구,1.2,판매/업무시설,N,N,N,N,13.5,1.6,54.0,0.0,0.0,715.11
1630,4.0,1.0,0.0,봄,23.0,수요일,종로구,3.3,주거,N,Y,N,N,13.5,1.6,54.0,0.0,0.0,3595.78
1631,5.0,1.0,234.0,봄,1.0,목요일,서초구,2.5,생활서비스,N,Y,N,N,12.2,0.8,55.0,0.0,0.0,1473.0
1632,4.0,1.0,59.0,봄,1.0,목요일,마포구,1.2,주거,N,N,N,N,12.2,0.8,55.0,0.0,0.0,297.59
1634,4.0,1.0,0.0,봄,4.0,목요일,구로구,1.2,주거,N,N,N,N,10.7,2.0,56.0,0.0,0.0,0.0
1635,2.0,1.0,81.65,봄,7.0,목요일,관악구,2.0,생활서비스,N,Y,Y,N,10.2,1.3,65.0,0.0,0.0,210.57
1637,6.0,0.0,219.0,봄,10.0,목요일,강남구,0.5,생활서비스,N,Y,N,N,17.4,1.2,36.0,0.0,0.0,764.55
1638,6.0,1.0,0.0,봄,10.0,목요일,양천구,0.6,판매/업무시설,N,N,N,N,17.4,1.2,36.0,0.0,0.0,5422.07
1639,5.0,1.0,263.1,봄,13.0,목요일,관악구,2.1,생활서비스,N,N,N,N,21.1,3.9,25.0,0.0,0.0,1049.0
1641,17.0,2.0,675.0,봄,13.0,목요일,구로구,1.5,주거,N,Y,N,N,21.1,3.9,25.0,0.0,0.0,8373.0
1644,1.0,0.0,50.0,봄,13.0,목요일,동작구,0.9,주거,N,N,N,N,21.1,3.9,25.0,0.0,0.0,250.0
